"","SightingID","ReportSource","ReportDate","ReportTime","EventDate","EventTime","ApproximateDate","Duration","Location","City","State","Zip","County","Country","Summary","Narrative","Profession","TotalObservers","NoofShips","Shape","Aircraft","AnimalResponse","ElectricalMagnetic","Sounds","EmitObjects","EmitBeams","Aura","Trail","LightsOnObject","ChangeColor","Landing","Entities","Abduction","MissingTime","PhysPsychEffects","NUFORCNote","Explanation","Certainty","PilotMilitaryObserver","StructuredCraft","MetalSphere","Hightlight","EventYear","EventDecade","EventQuarter","EventMonth","EventHour","EventTimeGroup","RegionUS","food_pills","bullet","force_field","blinding_light","odd_anatomy"
"7017",11574,"Web","2000-01-04","1899-12-30 08:42:49","1997-08-24","1899-12-30 21:45:00",1,"15 seconds",NA,"Biscoe","NC","27209",NA,"USA","while standing outside my car in front of food store, a huge metal-grey oblong unidentifiably-shaped object suddenly soared over the fr","while standing outside my car in front of food store, a huge metal-grey oblong unidentifiably-shaped object suddenly soared over the front top of the store at a very low altitude; it was probabably as big as a medium-sized house.  it was on fire and the fire was very blue near the center around the object.  it looked on fire; very hot. a neighbor my husband and i frequently meet on the street at nights when excersizing also told us he saw the exact same thing i saw.  he was also very amazed i know the approximate location where it might have gone down.  i know i can never find it as the area is approx. 4 square miles.","respiratory therapy",2,NA,"changing",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,NA,NA,NA,0,0,0,0,1997,1990,3,8,21,"Evening","South",1,0,0,0,0
"7128",11710,"Web","2000-01-16","1899-12-30 21:29:29","1995-01-20","1899-12-30 19:00:00",1,"20 minutes",NA,"West Bend","WI","53012","Washington","USA","Was followed home by a bright object in the sky","Was followed home by a bright object in the sky

After picking up food from a drive through, my mother and I were driving home.  As we drove, I had noticed a light high up in the sky, a few miles away.  It was a beautiful white light, with hues of green and red around the edges.  At first I thought it was a star, and I pointed it out to my mother.  The sky was very clear, and it was a cold night.  There didn't seem to be many cars on the road as we drove home.  When I looked up again, I noticed that the object had moved some distance ahead of us.  Keeping my eye on it, we turned down another road.  The object slowly moved from left to right, then flew behind us, and then in front of us.  It seemed to follow us like this all the way home.  It flew very smoothly, yet seemed to be able to travel many miles relatively quickly.  Later that night as we were watching the nightly news, they reported that many others, including a police officer reported seeing the same mysterious object in the sky.","Welder",2,1,"circle",1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,1995,1990,1,1,19,"Evening","Midwest",1,0,0,0,0
"7430",12053,"Web","2000-02-18","1899-12-30 21:42:57","2000-02-18","1899-12-30 20:00:00",0,"4 min",NA,"Prescott Valley","AZ","86314","Yavapai","USA","We watched 2 fire like lights cross the sky from the northeast to the southwest in a synchroniced fashion.","We watched 2 fire like lights cross the sky from the northeast to the southwest in a synchroniced fashion.

At 8:00pm this evening, my wife and I were getting out of our car, on our way to dinner, when I noticed two strange lites in the sky. It was already quite dark out so they were very easy to see. They were heading strait for us coming from the northeast and heading southwest. They were moving quite slow, much slower than a small airplane and in a strange synchroniced formation. I would guess them to be between 5 and 10,000 ft. elevation. I continued to watch them for about four minutes while my wife went into the restaurant. They appeared to be flickering as if they were burning. I watched them till they were directly over head. By that time, a few people had past me woundering what I was doing and I told them I was watching some strange lites, they looked up and saw them also. The lites were about 5 times as bright as the north star and from where I stood, looked about 2ft apart. After watching them for a few minutes, I went into the restaurant and told my wife she should come back outside, that they were still there. By the time we got back outside, they had vanished. They had no colored lites and maded no sound. I'm a refrigeration and air conditioning tec and own a mobil food concession business as well. My wife teaches 6th grade and we have lived in the Prescott area for almost 4yrs. I've seen all different types of flares in my 44yrs, theese lites could not have been flare.","refrigeration, air conditioning tech.",2,2,"fireball",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,2000,2000,1,2,20,"Evening","West",1,0,0,0,0
"7763",12465,"Web","2000-03-28","1899-12-30 13:05:25","1984-04-15","1899-12-30 15:00:00",1,"My viewing lasted apprx. ",NA,"Elizabethtown (2-way highway en route to)","KY",NA,"Hardin","USA","While waiting for grandpa to return from gas station, I observed a circular craft with an elongated oval ring, emmitting small lights t","While waiting for grandpa to return from gas station, I observed a circular craft with an elongated oval ring, emmitting small lights to the ground.  As one stream of twinkling lights fell to the ground, another stream of lights rose from the ground to the craft

Because the incident happened so long ago, and I was at such a young, I don't remember exactly where the event took place or on what date.  However, as I remember it, I was traveling on a 2-lane highway with my grandpa and older cousin.  While driving towards Elizabethtown KY my grandpa pulled off into a roadside gas station to pick up some snacks.  As he exited the van, I was sitting in the back seat reading a book.  Seconds after he entered the store my cousin who was sitting in the front seat (he was around 13 at the time?) began to yell and point frantically.  I climbed to the front seat to see what he was doing.  He was screaming ""Look, Look!""  As I looked to the horizon across a corn field I saw a rather large object in the sky.  (As soon as I can draw a decent diagram, I will send it in.)  As I looked to the (East?) I saw a round, circular object in the sky that looked white in contrast with the sky.  Around the center of the object was an oblong oval shaped disc.  It looked like a big belt all the way around it.  Within the belt there were approximately four circles of light.  These circles were glowing red, green, and purple, and seemed to be alternating color schemes.  I would estimate that the object was around 200-250 yards away, and was located in the horizon where the corn field, and woods seemed to meet in the distance.  While watching the object, I remember being almost hypnotized by it; I had never seen anyting like it.  In fact at that time, I a positive that I did not know what an alien or a UFO was.  The craft just hovered the where the woods and corn met.  As it hovered it was emitting small twinkling lights down to the ground.  As one line of lights went to the ground, there was a second line of lights that traveled upwards into the craft. The whole time this was happening, my cousin was screaming and yelling.  After about a minute of observation, I snapped out of my fixation and asked him what it was.  He replied ""That's a UFO!  It has some aliens onboard who are probably going to kill off everyone and destroy the earth!""  ""They are going to blow everyhting up!""  Being 7-8 years old, I was pretty impressionable so naturally I believed him. As my grandfather came back to the van with food and drinks, I went to the back seat and cried, all the way to Elizabethtown where we were to visit my great-grandma.  My grandpa asked what was wrong with me but I didn't answer him.  Actually, I did not stop crying until the next morning when I realized that we were not all dead.  As I recall, my cousin and I did not talk to anyone until the next day.  I only bring this up because it really illustrates how absolutely terrified I was with the experience.  I thought for a while that my cousin was just trying to scare me, but he was genuiley terrified also. I am now 22 years old, and about to graduate from college with a degree in Law Enforcement.  To this day I have never seen any object even remotely close to this.  I haven't seen or talked to my cousin, who was present since I was around 10-11.  We had never talked about at all outside of the gas station parking lot.  Actually, I believe he is in prison now.  My grandpa does not remember my strange behaviors that day; but there are a lot of things that my grandpa does not remember. I am hoping that someone out there can validate this story, or have seen something similar.  I am very eager to talk to anyone about this, including investigators, or even go under hypnosis to possibly recount the incident in more detail.","Student/Currently working security",2,1,"disk",0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,NA,NA,NA,0,0,0,0,1984,1980,2,4,15,"Afternoon","South",1,0,0,0,0
"7849",12571,"Web","2000-04-09","1899-12-30 08:13:59","2000-03-24","1899-12-30 18:00:00",0,"30 seconds",NA,"Ionia","MI","48846","Ionia","USA","I saw an oval shaped metallic disk hovering in the sky in broad daylight.","I saw an oval shaped metallic disk hovering in the sky in broad daylight.

I was sitting at the corner of M-21 and M-66 facing west at the traffic light getting ready to turn north on M-66.  Looking straight ahead and to the left towards the Michigan Training Unit and Supermax prisons I saw an oval shaped disk hovering in the sky above the trees about 100-125 ft.  I could tell it was metallic because of the sun shining off it. It never moved and with all the traffic I couldn't tell if it made any noise.  I quickly turned onto M-66 going north and went around the corner taking Branch St. and King St. back to M-21.  In just that short of time, it was gone, disappeared.  I kept driving on M-21 past the prisons, past Bertha Brock park, trying to see where it went.  Finally, I gave up and went back home.  I was so shook up and excited it took me awhile to calm down enough to tell my family about it.  They didn't doubt me for a minute.  This isn't the first time I've seen a UFO.  Back in the '80s when my husband and I were dating we saw one on Tuttle Road, looking towards Townsend Rd.  That one was a line of 6 lights hanging suspended in the sky.  Two of the middle lights gradually moved towards each other and then all 6 lights disappeared in a snap.  We weren't the only ones to see that one.  It was in the Ionia Sentinel Standard, a local newspaper the next day.  And when I went to get groceries the next day at Fred's Food Centre, everyone around me was talking about it.","Secretary",1,1,"oval",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,2000,2000,1,3,18,"Evening","Midwest",1,0,0,0,0
"8571",13389,"Web","2000-07-11","1899-12-30 22:31:36","2000-07-10","1899-12-30 22:45:00",1,"round 4 hrs",NA,"Wellington (New Zealand)",NA,NA,NA,"New Zealand","It was changing shape and the colours were beautiful","It was changing shape and the colours were beautiful

I must admit ever since I was a kid I have always wanted to see a UFO. I just finished reading a book and went to the kitchen to get some food and for some reason I went outside and looked up at the stars and thought I hope I see a UFO and when i looked up again I saw two flashing lights above a mountian across the vally from my house one red and one green naturally at first I thought it was a plane but I couldnt hear it and it wasnt moving so then I thought it could be a planet but I noticed it was swaying and moving unsteadly not smoothly like a plane and I have never seen a plane stay in one place for a long ammount of time before I kept watching for about five more minutes and came to the conclusion that its nothing and it was a plane and I must be soupid to think it was a UFO. So I ran inside and got my brother who was watching tv at the time when he saw it he told me it was a planet until it moved again back and forward very slowley the thought of it being a plane didnt really enter his head because we know what a plane flying through the night sky looks like we watched for about ten more minutes and I was still trying to get my head around what I was seeing. My brother told me to go and get the telescope so I ran to my bedroom and grabbed it I hadent used it in ages so it wasnt assembled as I proceded to assemble the tripod my brother caught it on the telescope and told me it defanitly wasnt a plane or planet he said it looked like a triangle of red,blue,green and white light. It hovered there for about five more minutes and thenvanished just as I got the tripod assembled jez I was pissed. We deciced to stay outside for a second chance of seeing it again and about three minutes later we saw it on the other side of the vally we were so happy to see it again but it was further away this time and moving slowley across the vally we decided to go and wake my mother up. She came out to have a look and said it was a plane and about ten minutes later a plane flew past we all laughed and we could hear it was a plane we then went inside and set the telescope up inside we all stood there watching it for a while and then my mum went to bed my brother and I caught it in the telescope. It was so cool through the telescope it looked like a dome but it had no apparent shape at one stage it looked like a red fireball and then a five cent coin. The colours were clearer through the telescope and were very beautiful it was mostly blue with green,red and white flashes with a hint of orange the colours kept changing as well. It didnt look like it was very steady moving around viontly my brother went to bed at about 1:35am but I stayed up watching it fly so far away that I could hardly see it I fell asleep before it dissapeared. It was one of the most beautiful things I have ever seen. NO IT WASNT A WEATHER BALOON I'M NOT THE TYPE OF PERSON TO MAKE UP A STORY LIKE THIS.","kitchen hand",3,1,"changing",1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,NA,NA,NA,0,0,0,0,2000,2000,3,7,22,"Night",NA,1,0,0,0,0
"8683",13525,"Web","2000-07-20","1899-12-30 01:32:22","2000-07-19","1899-12-30 19:00:00",0,"3 minutes",NA,"Venice","CA",NA,"Los Angeles","USA","A single, silent, white, cigar-shaped craft was sighted in a clear sky, one hour before sunset.","A single, silent, white, cigar-shaped craft was sighted in a clear sky, one hour before sunset.

A single, silent, cigar-shaped craft; white in color; was sighted in a clear sky, about an hour before sunset, by myself and 3 additional pedestrians (2 adults and 1 child). We were all walking near my apartment building which is located close to the intersection of Lincoln Boulevard and Venice Boulevard. I had been reaching up at near arm's length to pet the neighbor's usually docile cat, which was astride the top of the brick wall surrounding their property; and so, I had been looking up when I first noticed the object in the SW sky. (About a minute into the sighting, the cat 'spooked"" and abandoned both his bowl of food and his place on top of the wall.) The UFO continued to travel at a steady rate of speed, from the SW to the NE corners of the sky, until it was finally too far away to be visible to the naked eye. The total observation time was approx. 3 & 1/2 minutes. When the object reached what appeared to be the closest point overhead, it looked like it was about two inches in length, as judged by comparing it to my outstretched hand. Clearly, the object was reflecting the sunlight, as if from a white painted surface.  It did not appear to emit any additional light of its own, however; what looked like a very thin, spherically shaped and almost completely transparent cloud, halo or mist, seemed to cling to the object. This ""mist"" seemed to be fanned by the atmosphere as the object passed overhead. The object was low enough in altitude, (perhaps 3000 to 5000 feet) so that it DEFINITELY was not a likely to have been any type of conventional aircraft.  It looked like a missle, but it's speed was far too slow for that, and the object made no sound whatsoever.  A missle in flight, or a helicopter or fixed-wing aircraft this low would have made noise! The object was close enough and the sky was clear enough to recognize  it for exactly what it was - unidentified. - I clearly observed the wings of a similar sized fixed-wing aircraft (commercial jet airliner) which flew overhead about two minutes after the sighting of the UFO began. 	It was plainly evident that the UFO, by comparison, HAD NO WINGS, ROTORS, MISSLE EXHAUST, ETC., of any kind. There was no aerodynamic tapering of the front of the object, such as would be expected to be found on a missle. Both the bow and stern of the object were flat, like a cigar that is cut straight on both ends. 	A man and his little boy approached, about a minute into the sighting.  I pointed the object out to them, and the man immediately exclaimed, ""Hey, that's a UFO!""  A man walking across the street overheard our conversation and looked up also, saying, ""Wow! - what the hell is THAT thing?"" 	The four of us stopped and watched the object for about 2 & 1/2 more minutes, when it seemed to noticeably speed up during the last 30 seconds or so of its remaining, observable flight path, until it had traveled too far into the NE horizon to remain visible to the unaided eye. Up until that point, the object traveled at a slow, steady speed, in a perfectly straight line. 	Afterwards, I called KNXT news radio to inquire if anyone else had reported a sighting of the object. The reporter told me no, but that earlier in the day (at 13:09 HRS, PDT), there had been a missle test launched from Vanderberg AFB. Obviously, this missle test is NOT what WE saw - we observed the UFO around 1900 HRS, PTD; about 6 hours AFTER the Vandenberg launch!","self-employed  (writer & computer instructor)",4,1,"cigar",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,2000,2000,3,7,19,"Evening","West",1,0,0,0,0
"8684",13526,"Web","2000-07-20","1899-12-30 06:07:21","2000-07-15","1899-12-30 03:15:00",0,"20-30sec",NA,"Guelph (Canada)","ON",NA,NA,"Canada","Bright light moving from SSW to NNE that pulsed slowly from cool blue to brilliant white.","Bright light moving from SSW to NNE that pulsed slowly from cool blue to brilliant white.

At approximatly 3:15am on the morning of july 15/00 I was walking on a side street of my home town with some friends. We were returning from getting some food when we stopped to talk to some people at a house party. As we were talking a light caught my attention. I looked up to the South/South West where I saw what appeared to be a light that grew and was glowing a brilliant white. As I continued to watch the light, it travelled in a North/North East direction and began to fade to a cool star blue colour. I continued to watch for the light but it became so faint that I could no longer see it. The speed of the light was relativly quick, I could judge the speed because I could see it passing in front of the stars. I am an airline maintenance technician at Pearson Airport in Toronto. I am used to seeing a/c in the sky. At first I thought it may have been an a/c on approach to Pearson since I was only 100km from the airport. However as the light dimmed I looked for evidence of strobe lights, position lights or navigation lights and there were none present. Also the altitude of the object was very high, not characteristic of an a/c on approach to Pearson. In fact the size of the light and the colour after the brightness dimmed looked just like a star. I would have easily have mistaken it for a star. And finally as an employee of Pearson Airport in Toronto, ON. I know for a fact that the airport has a curfew on aircraft traffic between the times of 12:30am to 06:30am, therefore it is unlikly than an a/c would be approaching Pearson with a landing light on. A/C do not fly with these bright lights on unless they are landing. I am going to try and get in touch with some friends at Air Traffic Control to see if their was traffic in the area at this time. If I find anything else out I will post the information as soon as I receive it.","Aircraft Maintenace Technician",1,1,"light",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,NA,NA,NA,0,0,0,0,2000,2000,3,7,3,"Night",NA,1,0,0,1,0
"8831",13690,"Web","2000-08-06","1899-12-30 02:42:24","2000-07-21","1899-12-30 12:10:00",0,"10 minutes",NA,"Nothridge","CA","91325",NA,"USA","Two completely different objects floating in the sky near Van Nuys CA.","Two completely different objects floating in the sky near Van Nuys CA.

Exact location from where I had the sighting was in the parking lot of plaza located on the Northwest corner of Reseda and Nordhoff in the city of Northridge CA. about 25 miles North of Hollywood.   There is a grocery store hooked to a chain of other stores in the shape of an L. In the corner of the plaza is a resturaunt called the Hot Wok Cafe.  I was walking through the parking lot towards the Hot Wok cafe which means that I was walking towards the Northwest, just before I got to the resturaunt I looked just above the roofline of the plaza and saw perhaps a few hundred feet above the ground  maybe two or three hundred feet away what looked like a plastic bag being carried around by the wind. The first thing to come to mind was a scene in a movie called American Beauty that focused on a plastic bag dancing in the wind that seemed to have a life of it's own.  I thought it was interesting that a plastic bag could be carried so far in the air even though I could not really tell if it was actually a plastic bag or not, ot only behaved like a plastic bag being spun and carried slightly back and forth in the air.  I was about to dismiss the sight alltogether since I was meeting a friend in the resturaunt and did not want to keep them waiting when I realized that this ""bag"" had pretty much stayed in a very small area.  If it was a bag then the wind that kept the bag in the air also caused it to flutter in float in the same spot for about three minutes.  At this time I couldn't take my eyes off of it, I had to see it either fall or flutter away but it stayed in pretty much the exact spot. After a couple of minutes I decided I need to go into the resturaunt and meet my friend, nothing was happening with the ""bag"" and I only had an hour for lunch.  I went in and looked around and saw that I had been stood up, or my friend had not arrived yet so I ran back into the parking lot and resumed my examination of this object in the sky that was still there in the same spot, fluttering in the exact same manner. Only now there was a small, fuzzy, light colored sspherical object right next to it.  I thought my eyes were playing tricks on me since I don't have the best eyesight in the world and I have to stare at a computer screen all day.  I looked away and looked back again and the little dot was still there right next to the ""bag"".  I watched for maybe about three or four minutes and noticed that the new object, the ""dot"" was very slowly moving out of sight.  It took about a minute before I couldn't see it anymore.  The ""bag"" remained in the same place.  I watched maybe anothe rminute and decided to inquire in the resturaunt if there had been anyone in there within the past 30 minutes meeting the description of my friend.  The attendant at the front said no so I gave up and decided to get some cheaper food across the parking lot and walked back out.  I looked into the sky again and saw that the object was gone.  I scanned the sky and saw nothing else.  This occured on what I remember to be a clear and hot day.  I would be very interested to read reports from any other witnesses that might have seen something similar in the same area that same day and time.","Production coordinator",1,2,"other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,2000,2000,3,7,12,"Morning","West",1,0,0,0,0
"9378",14373,"Web","2000-10-01","1899-12-30 02:55:38","2000-09-27","1899-12-30 21:45:00",0,"45-60 seconds",NA,"Challis","ID",NA,"Lemhi","USA","An enormous triangular silent object just floating 200 feet straight above us.","An enormous triangular silent object just floating 200 feet straight above us.

GPS Lat. Long.N.44 2x.xxx W.113 3x.xxx  ((exact location deleted; is known to investigators)) 

While on a hunting trip, myself and 2 others of a party of 4, a very strange object was observed at a very close range.  

While getting some food for dinner out of the back of my pickup at 9:45 pm, I got a feeling of a thick heavy blanket above me and chills down my spine.   As I turned to look up, the double AA size mini mag flashlight I was using scanned across the corner of a dark triangular object floating directly above us  and our camp trailer.  The object was COMPLETELY SILENT, no noise at all!  I started yelling  HOLY S--T!, HOLY S--T!, HOLY S--T!, YOU GUYS HAVE GOT TO SEE THIS!  I was extremely upset and shaking.  

As I was running (stumbling)  to the trailer my brother and another party member came running out the door.   I did not take my eyes off of this object.  As my light moved across the corner of the triangle, I could see rounded dark edges and the flat bottom.  The bottom had a texture that looked like suede leather and had a gold-grey color to it.  

After the light shined on the object it ""throttled up"" with a very deep low sound of intense power, increasing in intensity slightly and began to float straight up and then move forward(?) up a steep narrow canyon that goes from 6700 ft to 9800 ft.  The object moved up the canyon very slowly like a hockey puck sliding on ice. 

My brother and the other party member had time to look up at the object just as it started to move forward then they both ran to the pickup and grabbed their 10 x 42 Ziess binoculars and continued to watch the object until it was out of sight.  As the object began to move forward the sound stopped and movement continued with complete silence.  This object was only about 200 feet straight  above us when first spotted, about 300 to 400 feet above us when it started to move forward.  

When it ""throttled up,"" three lights, one on each corner of the triangle came on.  Each one of these was about ten feet in diameter and glowed like a dim dome light.  Another ""light"" in the center was about 20 feet in diameter and protuded below the bottom (!) about 8 feet and was deep red in color and pulsed about once a second.  The outline of the object had a slight light halo around it.  None of the lights illuminated anything. 

The shape was a perfect triangle with radius corners and radius edges.  The size was enormous with every detail seemingly in perfect proportion.  Each side of the triangle would be approximately 250 feet long.  The thickness of the body looked to be about 30 feet.  Other dark circles in a symetrical ""design"" were slightly visible.  

The night was clear, lots of stars, no wind.  There was no smell, no feeling of blowing, prop wash or thrust of any sort.  

My bother and I are building contractors and like to think we are normal, educated, business people. The third witness is a successful stone mason contractor.  We all have excellent eyesight.  This was also a ""dry"" camp. 

Although this exceded the limits of our known comprehension we felt priviliged to have witnessed this most incredible piece of equipment.



","General Contractor",3,1,"triangle",0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,"We talked at length with two of the witnesses, and we find them to be serious-minded individuals.  Our impression is that the report is genuine, a suspicion supported by the fact that the witnesses reported the event to several government offices.  We are quite impressed with the report.  We will attempt to investigate further.  PD",NA,NA,0,0,0,0,2000,2000,3,9,21,"Evening","West",1,0,0,0,0
